conceptType,conceptUri,code,preferredLabel,greenShare
Occupation,http://data.europa.eu/esco/occupation/2b6bb2d1-54b0-4feb-8c6c-8ba20adde1df,2330.1.5,lærer i klassiske språk i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/f6ca9392-708d-46cb-a2e9-51519595baa2,2330.1.6,dramalærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/89a3b3af-7264-4e00-9a14-21e5fbd4ee87,2330.1.7,geografilærer i videregående skolegeografilærer i videregående skole,0.0576923076923076
Occupation,http://data.europa.eu/esco/occupation/27e16eef-c7a6-4577-bc3f-727d01ec1958,2330.1.8,historielærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/0d595b87-a1fc-410c-abbe-88b92cb0d334,2330.1.9,IKT-lærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/c011a88b-95ab-46ad-ad30-539e3fc56092,2330.1.10,lærer i litteratur i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/f0e1cc13-48e0-4995-8699-ee43467bce0d,2330.1.11,matematikklærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/fb0c7da2-6d0e-4a3f-be3e-344f58f0e82d,2330.1.12,lærer i moderne språk i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/5b6c0c64-1321-4fe7-a274-3287c13b489c,2330.1.13,musikklærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/e8b93ce7-e39b-4261-a25a-9b84764eb724,2330.1.14,filosofilærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/a10849c1-f0d8-4600-bca6-9549c2517650,2330.1.15,idrettslærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/570d7e74-5c65-4a9a-95ba-f8c27025c5f4,2330.1.16,fysikklærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/35e42c87-faf7-465f-abe4-f26717996dd1,2330.1.17,religionslærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/1ad4012e-30e3-492c-b42c-09cff3047574,2330.1.18,naturfaglærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/5efb2c08-ba3a-4659-a2e4-1883f54e77b6,2330.1,lærer i videregående skole,0.0186046511627906
ISCO level 4,http://data.europa.eu/esco/isco/C2330,2330,Lektorer mv. (videregående skole),0.006020823821798379
ISCO level 3,http://data.europa.eu/esco/isco/C234,234,Grunnskole- og førskolelærere,0.0
Occupation,http://data.europa.eu/esco/occupation/3b755cda-c4b0-4fa1-8621-372f28ccc2e9,2341.1.1,lærer på Steiner-skole,0.0
Occupation,http://data.europa.eu/esco/occupation/03d79393-7b30-4159-945b-01963eddd302,2341.1,grunnskolelærer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2341,2341,Grunnskolelærere,0.0
Occupation,http://data.europa.eu/esco/occupation/55d60ead-0343-4008-b9e4-fb4b5a179c83,2342.1,førskolelærer,0.0
Occupation,http://data.europa.eu/esco/occupation/8befd482-70e2-4d1e-8a09-091e15fe85c3,2342.2,lærer på Freinet-skole,0.0
Occupation,http://data.europa.eu/esco/occupation/76a950cb-3def-47f4-895d-555ad138657e,2342.3,lærer på Montessori-skole,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2342,2342,Førskolelærere,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C235,235,Andre lærere,0.0015127426892132731
Occupation,http://data.europa.eu/esco/occupation/d89b23c2-d042-4ca6-a917-109fe5a0b30c,2351.1,læreplanadministrator,0.0
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,2351.2,utdannelsesforsker,0.0
Occupation,http://data.europa.eu/esco/occupation/9b51a2d2-999a-43a6-a814-63dd30a585fa,2351.3,skoleinspektør,0.0
Occupation,http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b,2351.4,"koordinator, spesialskole",0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2351,2351,Spesialister i pedagogikk,0.0
Occupation,http://data.europa.eu/esco/occupation/02f1ae71-f89c-47b7-af2c-50d7ab1d9b8a,2352.1.1,lese- og skriveopplæring for voksne,0.0
Occupation,http://data.europa.eu/esco/occupation/b6beb46d-9ed2-4a66-9117-7e3f21f234dd,2352.1.2,støttepedagog i barnehage,0.0
Occupation,http://data.europa.eu/esco/occupation/114c5a6c-1869-4a67-8ec0-660ec303f8cc,2352.1.3,spesiallærer,0.0
Occupation,http://data.europa.eu/esco/occupation/622ccd55-910f-483d-8661-44c6162156bf,2352.1.4,"spesiallærer, hjemmeundervisning",0.0
Occupation,http://data.europa.eu/esco/occupation/f89b12a1-689f-4a4f-8695-abb620810f1e,2352.1.5,spesiallærer i grunnskole,0.0
Occupation,http://data.europa.eu/esco/occupation/034cad59-e666-4770-a7ef-a337257f8072,2352.1.6,spesiallærer i videregående skole,0.0
Occupation,http://data.europa.eu/esco/occupation/976cbfcc-8958-4800-a435-71d15405a42a,2352.1,"lærer, spesialskole",0.0
Occupation,http://data.europa.eu/esco/occupation/1044dedc-81d1-48b6-96b3-ced5393b2de1,2352.2,lærer for spesielt begavede elever,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2352,2352,Spesiallærere / spesialpedagoger,0.0
Occupation,http://data.europa.eu/esco/occupation/9711dcfc-d9a8-4fba-9c5e-8428d8bcb53e,2353.1,språkskolelærer,0.0
Occupation,http://data.europa.eu/esco/occupation/59c724f9-0cfe-4d51-8a7f-9ee182d9e2c2,2353.2,tegnspråklærer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2353,2353,Andre språklærere,0.0
Occupation,http://data.europa.eu/esco/occupation/f235bc5a-dbf6-4f9e-bbdb-cf313d32b75b,2354.1,musikklærer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2354,2354,Andre musikklærere,0.0
Occupation,http://data.europa.eu/esco/occupation/c2efadc4-6f47-4f34-997b-dd80aba609dd,2355.1,kunstformidlingsleder,0.0
Occupation,http://data.europa.eu/esco/occupation/b6c851d1-bf09-40aa-aa50-47dde84e7d50,2355.2,sirkuslærer,0.0
Occupation,http://data.europa.eu/esco/occupation/1eb56b85-af25-43d4-9e35-73d8ee78e228,2355.3,danselærer,0.0
Occupation,http://data.europa.eu/esco/occupation/cbde2432-cb7f-451f-a686-b22cad3957a6,2355.4,dramalærer,0.0
Occupation,http://data.europa.eu/esco/occupation/46db7e2e-d44d-412a-9a80-02d43111aca8,2355.5,fotolærer,0.0
Occupation,http://data.europa.eu/esco/occupation/72bcb223-da77-4ed5-a03a-796fd5ece728,2355.6,lærer i billedkunst,0.0181818181818181
ISCO level 4,http://data.europa.eu/esco/isco/C2355,2355,Andre lærere i estetiske fag,0.003030303030303017
Occupation,http://data.europa.eu/esco/occupation/4588cd69-e6a5-4668-94c7-f02a3d86a649,2356.1.1,it-lærer,0.0
Occupation,http://data.europa.eu/esco/occupation/9e657046-67ce-4e16-ab2e-ddb918638910,2356.1,IKT-lærer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2356,2356,Andre IKT-lærere,0.0
Occupation,http://data.europa.eu/esco/occupation/abab3d6a-82b9-49bd-8a4b-7bc678130558,2359.1,studieveileder,0.0
Occupation,http://data.europa.eu/esco/occupation/2ddde737-28f3-444d-b1f8-ef12cc2df3c7,2359.2,"støttepedagog, akademisk utdannelse",0.0
Occupation,http://data.europa.eu/esco/occupation/6e1b1bd7-9eec-4f10-bce7-94a27d9023e8,2359.3,studieopptakskoordinator,0.0
Occupation,http://data.europa.eu/esco/occupation/20786e6d-36f0-4d1e-b033-05101fa71f3c,2359.4,realkompetansevurderer,0.0
Occupation,http://data.europa.eu/esco/occupation/4e82464b-e9d7-4d51-9116-294ab40c5169,2359.5,hjelpemiddelekspert,0.0181818181818181
Occupation,http://data.europa.eu/esco/occupation/a6517365-211c-456d-aca4-1a0115c7b1e1,2359.6,e-læringsarkitekt,0.0196078431372549
Occupation,http://data.europa.eu/esco/occupation/ec5b72d1-0206-4179-9abd-570c66bc44b9,2359.7,e-læringsutvikler,0.0
Occupation,http://data.europa.eu/esco/occupation/2412bbb1-29ca-4e17-a2b8-70694f0cb14f,2359.8,pedagogisk rådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/6afe39e2-2674-45db-b05c-a6cab02fe25b,2359.9,"lærer, etter- og videreutdanning",0.0
Occupation,http://data.europa.eu/esco/occupation/a9c30651-ccbc-4a80-900c-7880615cdf6e,2359.10,utvikler av opplæringsmateriell,0.0
Occupation,http://data.europa.eu/esco/occupation/3d0f86c1-9bdd-4e84-bc62-93a716128c8d,2359.11,studiementor,0.0
Occupation,http://data.europa.eu/esco/occupation/653374a9-a96e-4c5b-849f-62ae67b0ed62,2359.12,instruktør i fengsel,0.0
Occupation,http://data.europa.eu/esco/occupation/21f4eb29-f6e5-4623-acb9-f3ff9c2f525d,2359.13,instruktør i taleteknikk,0.0
Occupation,http://data.europa.eu/esco/occupation/59bce29f-5c8b-47cf-bfd4-6ec003f5323a,2359.14,privatlærer,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2359,2359,Andre lærere,0.002699261522790929
ISCO level 3,http://data.europa.eu/esco/isco/C241,241,Finansrådgivere,0.017831341066476443
Occupation,http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6,2411.1.1,regnskapsanalytiker,0.0256410256410256
Occupation,http://data.europa.eu/esco/occupation/cd4f41a5-87a6-4b3c-8ee3-14e6f457c365,2411.1.2,revisjonsleder,0.027027027027027
Occupation,http://data.europa.eu/esco/occupation/d9723f33-7faf-4f8a-8a98-6b02d1e10f2b,2411.1.3,konkursforvalter,0.0
Occupation,http://data.europa.eu/esco/occupation/4e4a291d-1d38-4c5a-812a-5827d0691b11,2411.1.4,budsjettanalytiker,0.0
Occupation,http://data.europa.eu/esco/occupation/84871c2a-abd1-45eb-b03a-65e51a26fd84,2411.1.5,kostnadsanalytiker,0.0
Occupation,http://data.europa.eu/esco/occupation/dfa51b4d-0929-4885-b682-29e375c6b52c,2411.1.6,"finansanalytiker, utbytte",0.0
Occupation,http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21,2411.1.7,revisor,0.0
Occupation,http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd,2411.1.8,controller,0.0
Occupation,http://data.europa.eu/esco/occupation/a04eedcf-8424-475a-8dc5-f30a9da4b151,2411.1.9,"utreder, økonomisk svindel",0.0
Occupation,http://data.europa.eu/esco/occupation/89330b57-6a30-40e1-b623-50f47a4b0c34,2411.1.10,fondsjef,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/78db356f-a96a-4456-ab29-2de62e52f830,2411.1.11,revisor innen offentlig forvaltning,0.0
Occupation,http://data.europa.eu/esco/occupation/59c22779-4d89-4bc9-ba8b-d64bea236723,2411.1.12,skatterådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897,2411.1,regnskapsfører,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2411,2411,Revisorer,0.006798641414026024
Occupation,http://data.europa.eu/esco/occupation/50760da6-abc3-424c-b159-8ddf0818e016,2412.1,verdivurderer,0.0
Occupation,http://data.europa.eu/esco/occupation/d2d451cc-e839-4192-be54-d7724814aa03,2412.2,rådgiver for bedriftsbank,0.0256410256410256
Occupation,http://data.europa.eu/esco/occupation/b09acdda-6680-49d1-a411-129610ee3bc0,2412.3,risikosjef,0.0425531914893617
Occupation,http://data.europa.eu/esco/occupation/d96de969-d43d-4082-8559-7fc35484a217,2412.4.1,ansvarlig for kunderelasjoner,0.0178571428571428
Occupation,http://data.europa.eu/esco/occupation/21de0f3b-a71a-4263-a9ba-90c5f3721b4d,2412.4,finansplanlegger,0.0
Occupation,http://data.europa.eu/esco/occupation/7a6ca615-a2bc-499d-8288-d186ce2594ea,2412.5,finansrisikoansvarlig,0.0
Occupation,http://data.europa.eu/esco/occupation/244a79eb-122b-4bee-8065-b4c39efce4ff,2412.6.1,investeringsrådgiver for bedriftskunder,0.0
Occupation,http://data.europa.eu/esco/occupation/934c3572-37f4-4cdd-a4a4-017f5f7809e4,2412.6.2,investeringsfondassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036,2412.6.3,porteføljeforvalter,0.0980392156862745
Occupation,http://data.europa.eu/esco/occupation/4c715719-3c3f-4058-ba00-9b2ef34848e8,2412.6.4,sjef for investorrelasjoner,0.0217391304347826
Occupation,http://data.europa.eu/esco/occupation/38d9c76b-1a7b-4d65-879b-733ae7e9364e,2412.6,investeringsrådgiver,0.0833333333333333
Occupation,http://data.europa.eu/esco/occupation/b95bdbed-1e7e-482a-aa73-7bdbb3e36358,2412.7,forvalter av investeringsfond,0.087719298245614
Occupation,http://data.europa.eu/esco/occupation/7284ccbf-e2fd-4e2f-8bbf-bc54eab610d5,2412.8,formuesforvalter,0.0
Occupation,http://data.europa.eu/esco/occupation/de99886e-59e3-432d-ba53-9652dbe378d6,2412.9,finansieringssjef,0.0
Occupation,http://data.europa.eu/esco/occupation/4ed22a87-8478-4731-be11-5942eacb2e16,2412.10,"rådgiver, offentlige støtteordninger",0.0
Occupation,http://data.europa.eu/esco/occupation/659b0ffd-337c-4a1f-82e3-2730812279de,2412.11,risikokapitalinvestor,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2412,2412,Finans- og investeringsrådgivere,0.023555146105470905
Occupation,http://data.europa.eu/esco/occupation/1e331638-3f66-4641-9c49-56a94235f94c,2413.1.1,forsikringsanalytiker,0.0
Occupation,http://data.europa.eu/esco/occupation/b7f47c25-bdf3-42fa-a68e-ad32754b2dba,2413.1.2,investeringsanalytiker,0.116279069767441
Occupation,http://data.europa.eu/esco/occupation/18d2b37a-9c31-4393-833e-bc2f7b1ce52a,2413.1.3,"analytiker, virksomhetovertakelse og -fusjon",0.0
Occupation,http://data.europa.eu/esco/occupation/076d23f3-a689-4f1a-8b55-ae870c9aaa85,2413.1.4,securities analyst,0.0
Occupation,http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c,2413.1,finansanalytiker,0.0425531914893617
Occupation,http://data.europa.eu/esco/occupation/276a4ff1-a67c-4677-9f20-dc85f1060e1b,2413.2,økonomiassistent,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2413,2413,Finansanalytikere,0.026472043542800455
ISCO level 3,http://data.europa.eu/esco/isco/C242,242,Administrasjonsrådgivere,0.04321980198863492
Occupation,http://data.europa.eu/esco/occupation/219d1c30-3849-4de3-b0d6-07da187b6521,2421.1.1,"kostnadsberegner, produksjon",0.0294117647058823
Occupation,http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed,2421.1,forretningsanalytiker,0.0377358490566037
Occupation,http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97,2421.2,bedriftskonsulent,0.0555555555555555
Occupation,http://data.europa.eu/esco/occupation/207d7b18-6540-432e-8aa6-785ed434572f,2421.3,sjef for virksomhetsetterretning,0.0338983050847457
Occupation,http://data.europa.eu/esco/occupation/c9862fdd-53b7-4da9-b742-4302d704836c,2421.4,Lean-ansvarlig,0.0357142857142857
Occupation,http://data.europa.eu/esco/occupation/51cd3a7a-eae6-4dc6-9f24-179d7ec6d230,2421.5,logistikkanalytiker,0.06153846153846154
Occupation,http://data.europa.eu/esco/occupation/a520fba4-2a29-43a0-bfd5-43892306501d,2421.6,rådgiver for bygningsinformasjonsmodellering,0.0
Occupation,http://data.europa.eu/esco/occupation/a330b100-e651-4db1-bcf0-e9cbc025c614,2421.7,prosessansvarlig,0.04
Occupation,http://data.europa.eu/esco/occupation/8d463763-5d38-4f47-903c-1c4df32141c1,2421.8,smart city-konsulent,0.416666666666666
ISCO level 4,http://data.europa.eu/esco/isco/C2421,2421,Organisasjonsrådgivere mv.,0.07894676536913339
Occupation,http://data.europa.eu/esco/occupation/ffade2f4-2528-4dfd-b36a-6e4092be08ed,2422.1,leder i offentlig forvaltning,0.0
Occupation,http://data.europa.eu/esco/occupation/39e9fc8f-02bd-4577-b603-2dc96204ce74,2422.2,kommunal planlegger,0.0
Occupation,http://data.europa.eu/esco/occupation/65fb0b53-b8c4-4839-b099-c80b6de5a158,2422.3,koordinator for sysselsettingsprogram,0.037037037037037
Occupation,http://data.europa.eu/esco/occupation/643a2225-6a01-4899-81b0-e867ca09b9c9,2422.5,"inspektør, offentlig planlegging",0.0
Occupation,http://data.europa.eu/esco/occupation/61053604-8091-4a8e-9c63-5151051722e3,2422.6,helsekonsulent,0.0
Occupation,http://data.europa.eu/esco/occupation/3fa31588-2e4d-49c3-b839-4b615cc62742,2422.7,humanitær bistandsrådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03,2422.8,etterretningsoffiser,0.0
Occupation,http://data.europa.eu/esco/occupation/7819669b-30c2-42e6-a1c4-0bcd6f0379ff,2422.9,leder for internasjonale forhold,0.0
Occupation,http://data.europa.eu/esco/occupation/8213b4bc-60ce-4ffc-9e00-9758fb2003c6,2422.10,overvåkings- og evalueringsmedarbeider,0.0204081632653061
Occupation,http://data.europa.eu/esco/occupation/d9004a14-bda2-4c63-ab64-17ca163ac1bd,2422.11,parlamentarisk assistent,0.0
Occupation,http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044,2422.12.1,landbrukspolitisk medarbeider,0.303030303030303
Occupation,http://data.europa.eu/esco/occupation/3826cb92-27f5-40ac-8dad-70af5abd6036,2422.12.2,konkurransepolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/5fe1b340-9b02-4c40-bbc9-ffd4d5fb5699,2422.12.3,kulturpolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/f817aab2-ec8a-45ec-88ef-c11e0f19fd85,2422.12.4,utdannelsespolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/b5d2db88-9e2b-4efa-8f2f-0e62a494791e,2422.12.5,miljøpolitisk medarbeider,0.826086956521739
Occupation,http://data.europa.eu/esco/occupation/50e00fda-ac7c-4bc5-9f19-69a33ff3d6e7,2422.12.6,skattepolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/f7450c1f-20b7-45dd-b3bb-25095830bf3f,2422.12.7,utenrikspolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,2422.12.8,boligpolitisk medarbeider,0.0666666666666666
Occupation,http://data.europa.eu/esco/occupation/6b5e5aa6-9bf7-47e6-90d2-4d2187d47d11,2422.12.9,innvandringspolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/a1ba7574-cc28-446c-9741-12d7fbb325cb,2422.12.10,arbeidsmarkedspolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c,2422.12.11,lovrådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/d4d6842b-27f0-4222-85db-c542acf6d434,2422.12.12,helsepolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/fdf7b000-d923-4086-9660-eb8ee5e77ef0,2422.12.13,idretts- og kulturpolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/2808c7ec-cdb1-4b48-8429-e160a418ed0c,2422.12.14,regionalpolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/d6ef013f-57e9-4100-bbe5-3e4930664dee,2422.12.15,sosialpolitisk medarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/caf7b8fb-b2d6-46b7-bffa-bea7f8e4aed8,2422.12,politisk medarbeider,0.112068965517241
Occupation,http://data.europa.eu/esco/occupation/8bf76ba6-e661-4574-9887-4f2cb943835a,2422.13,politisk rådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01,2422.14,kategorispesialist innen innkjøp,0.0294117647058823
Occupation,http://data.europa.eu/esco/occupation/cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25,2422.15,spesialist på offentlige anskaffelser,0.0212765957446808
Occupation,http://data.europa.eu/esco/occupation/1a46d0f0-93d7-44d1-bff9-58e3f21bd4c4,2422.16,sosialpolitisk rådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/7b629a14-09d0-417e-8181-7683923b4e5e,2422.17,koordinator for idrettsprogram,0.0
Occupation,http://data.europa.eu/esco/occupation/c418ed9a-132f-48cd-ae5c-dd375070ee0e,2422.18,handelspolitisk medarbeider,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2422,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.04424957664027675
Occupation,http://data.europa.eu/esco/occupation/5d0cc30d-068a-424c-8463-f42872a7149e,2423.1,karriereveileder,0.0
Occupation,http://data.europa.eu/esco/occupation/e4112a88-973f-4c7a-97f5-2241e6b6833f,2423.2,jobb- og yrkesopplæringskonsulent,0.0
Occupation,http://data.europa.eu/esco/occupation/d3e32e5e-7f24-48e3-b939-e4f800eb62fb,2423.3,personalkonsulent,0.0
Occupation,http://data.europa.eu/esco/occupation/20b9f370-6b56-4679-8c06-c23b866a5bd0,2423.4,tillitsvalgt,0.0
Occupation,http://data.europa.eu/esco/occupation/6d03eaef-1ce5-4a1e-bb41-0908e1af1b65,2423.5,yrkesanalytiker,0.0
Occupation,http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,2423.6,rekrutteringskonsulent,0.0
Occupation,http://data.europa.eu/esco/occupation/1fce1be0-bf52-449b-9a2b-3f2cc710290a,2423.7,kompensasjonsanalytiker,0.0344827586206896
ISCO level 4,http://data.europa.eu/esco/isco/C2423,2423,Personal- og karriererådgivere,0.004926108374384229
Occupation,http://data.europa.eu/esco/occupation/d9612966-e295-4d81-ba2b-9f36bad0b392,2424.1,forretningsrådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e,2424.2,personalutviklingscoach,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2424,2424,Rådgivere innen kompetanseutvikling,0.0
ISCO level 3,http://data.europa.eu/esco/isco/C243,243,Rådgivere innen salg,0.025082451844668053
Occupation,http://data.europa.eu/esco/occupation/b1ab3572-fa2f-4624-8eac-3c3d986d237b,2431.1,"tekstforfatter, reklame",0.0
Occupation,http://data.europa.eu/esco/occupation/4795d4e3-c623-47ff-abab-7de97fcb764e,2431.2,reklamekonsulent,0.0
Occupation,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a,2431.3,markedsføringsspesialist,0.0
Occupation,http://data.europa.eu/esco/occupation/de80bbf0-447d-4a6a-845a-fdba4e0dc30c,2431.4,varemerkesjef,0.0232558139534883
Occupation,http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521,2431.5,forretningsutvikler,0.027027027027027
Occupation,http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba,2431.6,sjef for kunderelasjoner,0.0333333333333333
Occupation,http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb,2431.7,kreativ direktør,0.0
Occupation,http://data.europa.eu/esco/occupation/9c9752b7-3e3b-4a08-8553-b63a013f8072,2431.8,ansvarlig for kundeopplevelser,0.122448979591836
Occupation,http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,2431.9,"økonomiansvarlig, hotell",0.0
Occupation,http://data.europa.eu/esco/occupation/b55718eb-e8ff-4485-8ad0-bbac32cbd77b,2431.10.1,medieplanlegger,0.0
Occupation,http://data.europa.eu/esco/occupation/586fe133-1987-41f4-b89a-f39d4bc58e1e,2431.10.2,e-handelsmarkedsfører,0.0
Occupation,http://data.europa.eu/esco/occupation/47e81c7f-2d04-4a60-a8ff-9913c36d8344,2431.10.3,markedsføringsassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/356227b9-2263-4dbd-81e9-7dfc6d3f3af7,2431.10.4,onlinemarkedsfører,0.0
Occupation,http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc,2431.10,markedsføringskonsulent,0.0
Occupation,http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1,2431.11,markedsanalytiker,0.0
Occupation,http://data.europa.eu/esco/occupation/4ae470fc-bcf8-4704-abd5-e086ebb1552c,2431.12,medlemsleder,0.032258064516129
Occupation,http://data.europa.eu/esco/occupation/4163b31e-440b-4991-b5c3-48d0515250ef,2431.13,nettverksmarkedsfører,0.0
Occupation,http://data.europa.eu/esco/occupation/e16c2422-1323-4d8a-bd0f-c7584de70be1,2431.14,prissettingsspesialist,0.0
Occupation,http://data.europa.eu/esco/occupation/e5a63940-57d3-4065-8713-74b4e2c93063,2431.15,sjef for produkter og tjenesteytelser,0.0
Occupation,http://data.europa.eu/esco/occupation/21af40bb-2ae3-4fc7-9b28-d2cdd8308912,2431.16,salgskampanjeassistent,0.0
Occupation,http://data.europa.eu/esco/occupation/133ab775-f08d-4bc7-8629-89d286180f4e,2431.17,employer branding-leder,0.0
ISCO level 4,http://data.europa.eu/esco/isco/C2431,2431,Reklame- og markedsføringsrådgivere,0.011348724686753029
Occupation,http://data.europa.eu/esco/occupation/98358049-fbcd-479e-a644-e92bde5af2e0,2432.1,aktivist,0.0
Occupation,http://data.europa.eu/esco/occupation/82fe0140-7069-47f9-a7d4-d63a611cb5bd,2432.2,valgkampsleder,0.0
Occupation,http://data.europa.eu/esco/occupation/c2e6609d-0abe-4a38-b295-e06edbd52e82,2432.3,innsamlingsansvarlig,0.0227272727272727
Occupation,http://data.europa.eu/esco/occupation/903dc1bf-2da8-477d-83b2-687d360cf1da,2432.4,tverrkulturell kommunikasjonsrådgiver,0.0
Occupation,http://data.europa.eu/esco/occupation/137b1d11-c4bc-4016-89ba-45345d4c71f0,2432.5,leder for nettfellesskap,0.0307692307692307
Occupation,http://data.europa.eu/esco/occupation/13427968-250b-4967-a682-afac5cd0af4f,2432.6.1,valgmedarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/3e213d52-e7a0-4980-99d9-23da1f717f50,2432.6,politisk kampanjemedarbeider,0.0
Occupation,http://data.europa.eu/esco/occupation/f6811475-94d4-4d13-8d5f-f173978ae7ec,2432.7,partisekretær,0.0
Occupation,http://data.europa.eu/esco/occupation/9e285322-2cfa-430f-9b66-41be57d698e2,2432.8,PR-konsulent,0.0
Occupation,http://data.europa.eu/esco/occupation/b89ba3a8-f03a-46b8-ac54-c87d7204aad0,2432.9.1,talsperson,0.0285714285714285
Occupation,http://data.europa.eu/esco/occupation/c0489e22-6a1b-4e52-974a-eb71bbb42134,2432.9,PR-kontakt,0.0333333333333333
ISCO level 4,http://data.europa.eu/esco/isco/C2432,2432,Informasjonsrådgivere,0.010491024127387746
Occupation,http://data.europa.eu/esco/occupation/98e58946-3227-4f6c-a5d1-5892fe76883d,2433.1,"servicetekniker, ettersalg",0.0
Occupation,http://data.europa.eu/esco/occupation/ab762f91-d737-485f-a85c-67cab92dee01,2433.2,selger av medisinsk utstyr,0.0277777777777777
Occupation,http://data.europa.eu/esco/occupation/114e1eff-215e-47df-8e10-45a5b72f8197,2433.3,"konsulent, fornybar energi",0.520833333333333
Occupation,http://data.europa.eu/esco/occupation/8529edc5-96ad-4cde-b34a-f86ad3753e4d,2433.4,salgsingeniør,0.0
Occupation,http://data.europa.eu/esco/occupation/fd4b90ed-6bb4-447e-b13a-afb8015700b3,2433.5,selger innen solenergi,0.295454545454545
